local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
GUAMARE,2018,PUC,puçá,active,1.5,111.80000000000001,0.013416815742397137,,,
GUAMARE,2018,RAG,rede agulha,passive,6.0,111.80000000000001,0.05366726296958855,,,
GUAMARE,2018,RCA,rede caçoeira,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,RES,rede de espera,passive,13.9,111.80000000000001,0.12432915921288014,,,
GUAMARE,2018,RTP,rede de tapagem,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,SRD,sardinheira,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,TNR,traineira,active,24.7,111.80000000000001,0.2209302325581395,,,
GUAMARE,2018,TRF,tarrafa,active,0.1,111.80000000000001,0.0008944543828264759,,,
GUAMARE,2018,TRM,tremalho,passive,19.2,111.80000000000001,0.17173524150268335,,,
GUAMARE,2019,APA,arrasto de praia,active,0.0,296.3,0.0,,,
GUAMARE,2019,APO,arrasto de porta,active,0.2,296.3,0.0006749915626054674,,,
GUAMARE,2019,CMN,coleta manual,active,106.2,296.3,0.3584205197435032,,,
GUAMARE,2019,CMP,compressor,active,0.0,296.3,0.0,,,
GUAMARE,2019,COQ,coqueiro,active,0.1,296.3,0.0003374957813027337,,,
GUAMARE,2019,CPL,covo peixe e lagosta,passive,0.0,296.3,0.0,,,
GUAMARE,2019,CUR,curral,passive,0.0,296.3,0.0,,,
GUAMARE,2019,CVL,covo lagosta,passive,0.0,296.3,0.0,,,
GUAMARE,2019,CVP,covo peixe,passive,27.9,296.3,0.09416132298346269,,,
GUAMARE,2019,JER,jereré,active,0.0,296.3,0.0,,,
GUAMARE,2019,LCL,linha e covo lagosta,mixed,0.0,296.3,0.0,,,
GUAMARE,2019,LCP,linha e covo peixe,mixed,0.0,296.3,0.0,,,
GUAMARE,2019,LES,linha e espinhel,mixed,0.0,296.3,0.0,,,
GUAMARE,2019,LIJ,linha e jereré,mixed,6.4,296.3,0.021599730003374958,,,
GUAMARE,2019,LIN,linha,passive,14.0,296.3,0.04724940938238272,,,
GUAMARE,2019,LML,linha e mergulho livre,mixed,0.0,296.3,0.0,,,
GUAMARE,2019,LRE,linha e rede de espera,mixed,0.7,296.3,0.0023624704691191357,,,
GUAMARE,2019,MEL,mergulho livre,active,1.0,296.3,0.003374957813027337,,,
GUAMARE,2019,PUC,puçá,active,8.2,296.3,0.02767465406682416,,,
GUAMARE,2019,RAG,rede agulha,passive,7.9,296.3,0.026662166722915964,,,
GUAMARE,2019,RCA,rede caçoeira,passive,0.0,296.3,0.0,,,
GUAMARE,2019,RES,rede de espera,passive,26.6,296.3,0.08977387782652717,,,
GUAMARE,2019,RTP,rede de tapagem,passive,0.0,296.3,0.0,,,
GUAMARE,2019,SRD,sardinheira,passive,0.0,296.3,0.0,,,
GUAMARE,2019,TNR,traineira,active,52.8,296.3,0.17819777252784338,,,
GUAMARE,2019,TRF,tarrafa,active,0.0,296.3,0.0,,,
GUAMARE,2019,TRM,tremalho,passive,44.3,296.3,0.14951063111711102,,,
GUAMARE,2020,APA,arrasto de praia,active,0.0,188.8,0.0,,,
GUAMARE,2020,APO,arrasto de porta,active,0.9,188.8,0.004766949152542372,,,
GUAMARE,2020,CMN,coleta manual,active,35.2,188.8,0.1864406779661017,,,
GUAMARE,2020,CMP,compressor,active,0.0,188.8,0.0,,,
GUAMARE,2020,COQ,coqueiro,active,0.4,188.8,0.00211864406779661,,,
GUAMARE,2020,CPL,covo peixe e lagosta,passive,0.0,188.8,0.0,,,
GUAMARE,2020,CUR,curral,passive,0.0,188.8,0.0,,,
GUAMARE,2020,CVL,covo lagosta,passive,0.0,188.8,0.0,,,
GUAMARE,2020,CVP,covo peixe,passive,0.0,188.8,0.0,,,
GUAMARE,2020,JER,jereré,active,0.0,188.8,0.0,,,
GUAMARE,2020,LCL,linha e covo lagosta,mixed,0.0,188.8,0.0,,,
GUAMARE,2020,LCP,linha e covo peixe,mixed,0.0,188.8,0.0,,,
GUAMARE,2020,LES,linha e espinhel,mixed,0.0,188.8,0.0,,,
GUAMARE,2020,LIJ,linha e jereré,mixed,7.2,188.8,0.03813559322033898,,,
GUAMARE,2020,LIN,linha,passive,15.2,188.8,0.08050847457627118,,,
GUAMARE,2020,LML,linha e mergulho livre,mixed,0.1,188.8,0.0005296610169491525,,,
GUAMARE,2020,LRE,linha e rede de espera,mixed,0.9,188.8,0.004766949152542372,,,
GUAMARE,2020,MEL,mergulho livre,active,1.0,188.8,0.005296610169491525,,,
GUAMARE,2020,PUC,puçá,active,8.2,188.8,0.043432203389830504,,,
GUAMARE,2020,RAG,rede agulha,passive,9.8,188.8,0.05190677966101695,,,
GUAMARE,2020,RCA,rede caçoeira,passive,0.0,188.8,0.0,,,
GUAMARE,2020,RES,rede de espera,passive,42.5,188.8,0.2251059322033898,,,
GUAMARE,2020,RTP,rede de tapagem,passive,0.0,188.8,0.0,,,
GUAMARE,2020,SRD,sardinheira,passive,0.3,188.8,0.0015889830508474575,,,
GUAMARE,2020,TNR,traineira,active,41.3,188.8,0.21874999999999997,,,
GUAMARE,2020,TRF,tarrafa,active,0.1,188.8,0.0005296610169491525,,,
GUAMARE,2020,TRM,tremalho,passive,25.7,188.8,0.1361228813559322,,,
GUAMARE,2021,APA,arrasto de praia,active,0.0,203.4,0.0,,,
GUAMARE,2021,APO,arrasto de porta,active,0.5,203.4,0.0024582104228121925,,,
GUAMARE,2021,CMN,coleta manual,active,64.3,203.4,0.316125860373648,,,
GUAMARE,2021,CMP,compressor,active,0.0,203.4,0.0,,,
GUAMARE,2021,COQ,coqueiro,active,0.1,203.4,0.0004916420845624386,,,
GUAMARE,2021,CPL,covo peixe e lagosta,passive,0.0,203.4,0.0,,,
GUAMARE,2021,CUR,curral,passive,0.0,203.4,0.0,,,
GUAMARE,2021,CVL,covo lagosta,passive,0.0,203.4,0.0,,,
GUAMARE,2021,CVP,covo peixe,passive,0.0,203.4,0.0,,,
GUAMARE,2021,JER,jereré,active,0.0,203.4,0.0,,,
GUAMARE,2021,LCL,linha e covo lagosta,mixed,0.0,203.4,0.0,,,
GUAMARE,2021,LCP,linha e covo peixe,mixed,0.0,203.4,0.0,,,
GUAMARE,2021,LES,linha e espinhel,mixed,0.0,203.4,0.0,,,
GUAMARE,2021,LIJ,linha e jereré,mixed,19.5,203.4,0.09587020648967551,,,
GUAMARE,2021,LIN,linha,passive,28.7,203.4,0.14110127826941984,,,
GUAMARE,2021,LML,linha e mergulho livre,mixed,0.0,203.4,0.0,,,
GUAMARE,2021,LRE,linha e rede de espera,mixed,1.1,203.4,0.005408062930186824,,,
GUAMARE,2021,MEL,mergulho livre,active,0.2,203.4,0.0009832841691248771,,,
GUAMARE,2021,PUC,puçá,active,3.8,203.4,0.018682399213372662,,,
GUAMARE,2021,RAG,rede agulha,passive,7.4,203.4,0.036381514257620456,,,
GUAMARE,2021,RCA,rede caçoeira,passive,0.0,203.4,0.0,,,
GUAMARE,2021,RES,rede de espera,passive,18.4,203.4,0.09046214355948869,,,
GUAMARE,2021,RTP,rede de tapagem,passive,0.0,203.4,0.0,,,
GUAMARE,2021,SRD,sardinheira,passive,0.0,203.4,0.0,,,
GUAMARE,2021,TNR,traineira,active,51.1,203.4,0.2512291052114061,,,
GUAMARE,2021,TRF,tarrafa,active,0.1,203.4,0.0004916420845624386,,,
GUAMARE,2021,TRM,tremalho,passive,8.2,203.4,0.040314650934119955,,,
GUAMARE,2022,APO,arrasto de porta,active,0.4,342.3,0.0011685655857434998,,,
GUAMARE,2022,CMN,coleta manual,active,164.3,342.3,0.4799883143441426,,,
GUAMARE,2022,CMP,compressor,active,0.0,342.3,0.0,,,
GUAMARE,2022,COQ,coqueiro,active,0.8,342.3,0.0023371311714869996,,,
GUAMARE,2022,CPL,covo peixe e lagosta,passive,0.0,342.3,0.0,,,
GUAMARE,2022,CUR,curral,passive,0.0,342.3,0.0,,,
GUAMARE,2022,CVL,covo lagosta,passive,0.0,342.3,0.0,,,
GUAMARE,2022,CVP,covo peixe,passive,0.0,342.3,0.0,,,
GUAMARE,2022,LES,linha e espinhel,mixed,0.0,342.3,0.0,,,
GUAMARE,2022,LIJ,linha e jereré,mixed,10.4,342.3,0.030382705229330995,,,
GUAMARE,2022,LIN,linha,passive,34.1,342.3,0.09962021618463336,,,
GUAMARE,2022,LML,linha e mergulho livre,mixed,0.5,342.3,0.0014607069821793747,,,
GUAMARE,2022,LRE,linha e rede de espera,mixed,1.8,342.3,0.0052585451358457495,,,
GUAMARE,2022,MEL,mergulho livre,active,0.4,342.3,0.0011685655857434998,,,
GUAMARE,2022,PUC,puçá,active,11.2,342.3,0.03271983640081799,,,
GUAMARE,2022,RAG,rede agulha,passive,10.5,342.3,0.03067484662576687,,,
GUAMARE,2022,RCA,rede caçoeira,passive,0.0,342.3,0.0,,,
GUAMARE,2022,RES,rede de espera,passive,45.9,342.3,0.1340929009640666,,,
GUAMARE,2022,RTP,rede de tapagem,passive,0.0,342.3,0.0,,,
GUAMARE,2022,SRD,sardinheira,passive,0.3,342.3,0.0008764241893076248,,,
GUAMARE,2022,TNR,traineira,active,51.0,342.3,0.14899211218229622,,,
GUAMARE,2022,TRF,tarrafa,active,0.0,342.3,0.0,,,
GUAMARE,2022,TRM,tremalho,passive,10.7,342.3,0.03125912941863862,,,
GUAMARE,2023,APO,arrasto de porta,active,0.0,405.2,0.0,,,
GUAMARE,2023,CMN,coleta manual,active,208.2,405.2,0.5138203356367226,,,
GUAMARE,2023,CMP,compressor,active,0.0,405.2,0.0,,,
GUAMARE,2023,COQ,coqueiro,active,0.3,405.2,0.0007403751233958539,,,
GUAMARE,2023,CPL,covo peixe e lagosta,passive,0.0,405.2,0.0,,,
GUAMARE,2023,CUR,curral,passive,0.0,405.2,0.0,,,
GUAMARE,2023,CVL,covo lagosta,passive,0.0,405.2,0.0,,,
GUAMARE,2023,CVP,covo peixe,passive,0.0,405.2,0.0,,,
GUAMARE,2023,JER,jereré,active,0.0,405.2,0.0,,,
GUAMARE,2023,LES,linha e espinhel,mixed,0.4,405.2,0.000987166831194472,,,
GUAMARE,2023,LIJ,linha e jereré,mixed,6.3,405.2,0.015547877591312933,,,
GUAMARE,2023,LIN,linha,passive,27.7,405.2,0.06836130306021718,,,
GUAMARE,2023,LML,linha e mergulho livre,mixed,0.3,405.2,0.0007403751233958539,,,
GUAMARE,2023,LRE,linha e rede de espera,mixed,2.0,405.2,0.004935834155972359,,,
GUAMARE,2023,MEL,mergulho livre,active,1.2,405.2,0.0029615004935834156,,,
GUAMARE,2023,PUC,puçá,active,4.5,405.2,0.011105626850937808,,,
GUAMARE,2023,RAG,rede agulha,passive,10.8,405.2,0.026653504442250744,,,
GUAMARE,2023,RCA,rede caçoeira,passive,0.0,405.2,0.0,,,
GUAMARE,2023,RES,rede de espera,passive,36.5,405.2,0.09007897334649556,,,
GUAMARE,2023,RTP,rede de tapagem,passive,0.0,405.2,0.0,,,
GUAMARE,2023,SRD,sardinheira,passive,0.0,405.2,0.0,,,
GUAMARE,2023,TNR,traineira,active,69.5,405.2,0.17152023692003948,,,
GUAMARE,2023,TRF,tarrafa,active,0.0,405.2,0.0,,,
GUAMARE,2023,TRM,tremalho,passive,37.5,405.2,0.09254689042448173,,,
GUAMARE,2024,APO,arrasto de porta,active,0.0,207.2,0.0,,,
GUAMARE,2024,CMN,coleta manual,active,87.7,207.2,0.4232625482625483,,,
GUAMARE,2024,CMP,compressor,active,0.0,207.2,0.0,,,
GUAMARE,2024,COQ,palha de coqueiro,passive,0.1,207.2,0.0004826254826254827,,,
GUAMARE,2024,CUR,curral,passive,0.0,207.2,0.0,,,
GUAMARE,2024,CVL,covo lagosta,passive,0.0,207.2,0.0,,,
GUAMARE,2024,CVP,covo peixe,passive,0.0,207.2,0.0,,,
GUAMARE,2024,ESP,espinhel,passive,0.0,207.2,0.0,,,
GUAMARE,2024,LES,linha e espinhel,mixed,0.0,207.2,0.0,,,
GUAMARE,2024,LIJ,linha e jereré,mixed,1.5,207.2,0.00723938223938224,,,
GUAMARE,2024,LIN,linha,passive,14.4,207.2,0.0694980694980695,,,
GUAMARE,2024,LML,linha e mergulho livre,mixed,0.0,207.2,0.0,,,
GUAMARE,2024,LRE,linha e rede de espera,mixed,0.5,207.2,0.002413127413127413,,,
GUAMARE,2024,MEL,mergulho livre,active,0.7,207.2,0.0033783783783783786,,,
GUAMARE,2024,PUC,puçá,active,4.8,207.2,0.023166023166023165,,,
GUAMARE,2024,RAG,rede agulha,passive,9.1,207.2,0.04391891891891892,,,
GUAMARE,2024,REC,rede caçoeira,passive,0.0,207.2,0.0,,,
GUAMARE,2024,RES,rede de espera,passive,65.5,207.2,0.3161196911196911,,,
GUAMARE,2024,RTP,rede de tapagem,passive,0.0,207.2,0.0,,,
GUAMARE,2024,SRD,sardinheira,passive,0.0,207.2,0.0,,,
GUAMARE,2024,TRF,tarrafa,active,0.0,207.2,0.0,,,
GUAMARE,2024,TRM,tremalho,passive,22.9,207.2,0.11052123552123552,,,
MACAU,2001,APA,arrasto de praia,active,0.7,224.51000000000002,0.0031179012070731813,,,
MACAU,2001,CPL,covo peixe e lagosta,passive,0.18,224.51000000000002,0.0008017460246759609,,,
MACAU,2001,CUR,curral,passive,2.41,224.51000000000002,0.01073448844149481,,,
MACAU,2001,JER,jereré,active,1.26,224.51000000000002,0.0056122221727317265,,,
MACAU,2001,LIJ,linha e jereré,mixed,10.62,224.51000000000002,0.04730301545588169,,,
MACAU,2001,LIN,linha,passive,10.06,224.51000000000002,0.04480869449022315,,,
MACAU,2001,MEL,mergulho livre,active,0.23,224.51000000000002,0.0010244532537526168,,,
MACAU,2001,PUC,puçá,active,2.39,224.51000000000002,0.010645405549864147,,,
MACAU,2001,RAG,rede agulha,passive,4.33,224.51000000000002,0.019286446038038394,,,
MACAU,2001,RES,rede de espera,passive,63.26000000000001,224.51000000000002,0.28176918622778496,,,
MACAU,2001,RTP,rede de tapagem,passive,0.11,224.51000000000002,0.0004899559039686428,,,
MACAU,2001,SRD,sardinheira,passive,127.56,224.51000000000002,0.5681706828203643,,,
MACAU,2001,TRF,tarrafa,active,0.12,224.51000000000002,0.0005344973497839739,,,
MACAU,2001,TRM,tremalho,passive,1.28,224.51000000000002,0.005701305064362389,,,
MACAU,2002,APA,arrasto de praia,active,8.34,252.68,0.033006173816685136,,,
MACAU,2002,CPL,covo peixe e lagosta,passive,0.92,252.68,0.0036409688143105904,,,
MACAU,2002,CUR,curral,passive,2.04,252.68,0.008073452588253918,,,
MACAU,2002,CVL,covo lagosta,passive,0.04,252.68,0.00015830299192654741,,,
MACAU,2002,LIJ,linha e jereré,mixed,28.02,252.68,0.11089124584454646,,,
MACAU,2002,LIN,linha,passive,9.67,252.68,0.03826974829824283,,,
MACAU,2002,PUC,puçá,active,1.44,252.68,0.005698907709355707,,,
MACAU,2002,RAG,rede agulha,passive,3.37,252.68,0.01333702706981162,,,
MACAU,2002,RES,rede de espera,passive,70.65,252.68,0.27960265949026436,,,
MACAU,2002,RTP,rede de tapagem,passive,1.2,252.68,0.004749089757796422,,,
MACAU,2002,SRD,sardinheira,passive,122.98,252.68,0.48670254867817003,,,
MACAU,2002,TRF,tarrafa,active,0.06,252.68,0.0002374544878898211,,,
MACAU,2002,TRM,tremalho,passive,3.95,252.68,0.015632420452746557,,,
MACAU,2003,APA,arrasto de praia,active,18.16,377.7,0.048080487159121,,,
MACAU,2003,CPL,covo peixe e lagosta,passive,0.36,377.7,0.0009531374106433678,,,
MACAU,2003,CUR,curral,passive,0.06,377.7,0.00015885623510722796,,,
MACAU,2003,CVL,covo lagosta,passive,0.07,377.7,0.00018533227429176597,,,
MACAU,2003,LCL,linha e covo lagosta,mixed,0.13,377.7,0.00034418850939899395,,,
MACAU,2003,LIJ,linha e jereré,mixed,41.31,377.7,0.10937251787132646,,,
MACAU,2003,LIN,linha,passive,21.43,377.7,0.05673815197246492,,,
MACAU,2003,MEL,mergulho livre,active,0.39,377.7,0.0010325655281969819,,,
MACAU,2003,PUC,puçá,active,1.8,377.7,0.004765687053216839,,,
MACAU,2003,RAG,rede agulha,passive,4.38,377.7,0.01159650516282764,,,
MACAU,2003,RES,rede de espera,passive,71.57,377.7,0.1894890124437384,,,
MACAU,2003,RTP,rede de tapagem,passive,4.59,377.7,0.012152501985702939,,,
MACAU,2003,SRD,sardinheira,passive,211.88,377.7,0.560974318241991,,,
MACAU,2003,TRF,tarrafa,active,0.1,377.7,0.00026476039184537993,,,
MACAU,2003,TRM,tremalho,passive,1.47,377.7,0.003891977760127085,,,
MACAU,2004,APA,arrasto de praia,active,27.75,688.08,0.040329612835716774,,,
MACAU,2004,CPL,covo peixe e lagosta,passive,0.37,688.08,0.0005377281711428903,,,
MACAU,2004,CUR,curral,passive,3.36,688.08,0.004883153121730031,,,
MACAU,2004,CVL,covo lagosta,passive,0.0,688.08,0.0,,,
MACAU,2004,LIJ,linha e jereré,mixed,93.57,688.08,0.13598709452389254,,,
MACAU,2004,LIN,linha,passive,17.22,688.08,0.02502615974886641,,,
MACAU,2004,LML,linha e mergulho livre,mixed,0.27,688.08,0.00039239623299616326,,,
MACAU,2004,MEL,mergulho livre,active,0.91,688.08,0.0013225206371352168,,,
MACAU,2004,PUC,puçá,active,1.95,688.08,0.0028339727938611788,,,
MACAU,2004,RAG,rede agulha,passive,3.91,688.08,0.005682478781537031,,,
MACAU,2004,RES,rede de espera,passive,115.88,688.08,0.16841064992442736,,,
MACAU,2004,RTP,rede de tapagem,passive,2.86,688.08,0.0041564934309963955,,,
MACAU,2004,SRD,sardinheira,passive,417.26,688.08,0.6064120451110335,,,
MACAU,2004,TRF,tarrafa,active,0.16,688.08,0.0002325311010347634,,,
MACAU,2004,TRM,tremalho,passive,2.61,688.08,0.0037931635856295774,,,
MACAU,2005,APA,arrasto de praia,active,7.94,390.77,0.020318857640044017,,,
MACAU,2005,CPL,covo peixe e lagosta,passive,0.02,390.77,5.118100161220155e-05,,,
MACAU,2005,CUR,curral,passive,3.71,390.77,0.009494075799063388,,,
MACAU,2005,CVL,covo lagosta,passive,0.04,390.77,0.0001023620032244031,,,
MACAU,2005,LIJ,linha e jereré,mixed,74.13,390.77,0.18970238247562504,,,
MACAU,2005,LIN,linha,passive,18.67,390.77,0.04777746500499015,,,
MACAU,2005,MEL,mergulho livre,active,0.3,390.77,0.0007677150241830233,,,
MACAU,2005,PUC,puçá,active,6.88,390.77,0.017606264554597333,,,
MACAU,2005,RAG,rede agulha,passive,2.12,390.77,0.005425186170893365,,,
MACAU,2005,RES,rede de espera,passive,125.78,390.77,0.3218773191391356,,,
MACAU,2005,RTP,rede de tapagem,passive,3.2,390.77,0.008188960257952248,,,
MACAU,2005,SRD,sardinheira,passive,140.28,390.77,0.3589835453079817,,,
MACAU,2005,TRF,tarrafa,active,3.14,390.77,0.008035417253115644,,,
MACAU,2005,TRM,tremalho,passive,4.56,390.77,0.011669268367581953,,,
MACAU,2006,APA,arrasto de praia,active,1.68,216.67000000000002,0.007753726865740526,,,
MACAU,2006,CUR,curral,passive,0.35,216.67000000000002,0.0016153597636959429,,,
MACAU,2006,CVP,covo peixe,passive,0.37,216.67000000000002,0.0017076660359071397,,,
MACAU,2006,LCL,linha e covo lagosta,mixed,0.18,216.67000000000002,0.0008307564499007707,,,
MACAU,2006,LIJ,linha e jereré,mixed,16.76,216.67000000000002,0.07735265611298288,,,
MACAU,2006,LIN,linha,passive,26.68,216.67000000000002,0.12313656712973646,,,
MACAU,2006,MEL,mergulho livre,active,0.16,216.67000000000002,0.000738450177689574,,,
MACAU,2006,PUC,puçá,active,1.29,216.67000000000002,0.00595375455762219,,,
MACAU,2006,RAG,rede agulha,passive,7.07,216.67000000000002,0.03263026722665805,,,
MACAU,2006,RES,rede de espera,passive,83.12,216.67000000000002,0.38362486730973366,,,
MACAU,2006,RTP,rede de tapagem,passive,0.79,216.67000000000002,0.0036460977523422714,,,
MACAU,2006,SRD,sardinheira,passive,76.11,216.67000000000002,0.3512715188997092,,,
MACAU,2006,TRF,tarrafa,active,0.11,216.67000000000002,0.0005076844971615821,,,
MACAU,2006,TRM,tremalho,passive,2.0,216.67000000000002,0.009230627221119675,,,
MACAU,2007,APA,arrasto de praia,active,2.12,369.66999999999996,0.005734844591121812,,,
MACAU,2007,APO,arrasto de porta,active,0.11,369.66999999999996,0.00029756269104877324,,,
MACAU,2007,CMN,coleta manual,active,1.92,369.66999999999996,0.0051938215164876785,,,
MACAU,2007,CUR,curral,passive,0.56,369.66999999999996,0.0015148646089755732,,,
MACAU,2007,CVL,covo lagosta,passive,0.04,369.66999999999996,0.00010820461492682664,,,
MACAU,2007,CVP,covo peixe,passive,4.61,369.66999999999996,0.012470581870316771,,,
MACAU,2007,LCP,linha e covo peixe,mixed,0.99,369.66999999999996,0.002678064219438959,,,
MACAU,2007,LIJ,linha e jereré,mixed,32.7,369.66999999999996,0.08845727270268079,,,
MACAU,2007,LIN,linha,passive,21.08,369.66999999999996,0.05702383206643764,,,
MACAU,2007,MEL,mergulho livre,active,0.77,369.66999999999996,0.0020829388373414127,,,
MACAU,2007,PUC,puçá,active,3.07,369.66999999999996,0.008304704195633944,,,
MACAU,2007,RAG,rede agulha,passive,3.77,369.66999999999996,0.010198284956853411,,,
MACAU,2007,RES,rede de espera,passive,132.42,369.66999999999996,0.35821137771525957,,,
MACAU,2007,RTP,rede de tapagem,passive,8.86,369.66999999999996,0.0239673222062921,,,
MACAU,2007,SRD,sardinheira,passive,152.64,369.66999999999996,0.41290881056077045,,,
MACAU,2007,TRF,tarrafa,active,0.09,369.66999999999996,0.00024346038358535993,,,
MACAU,2007,TRM,tremalho,passive,3.92,369.66999999999996,0.010604052262829011,,,
MACAU,2008,APA,arrasto de praia,active,34.96,969.8100000000001,0.03604829812025036,,,
MACAU,2008,APO,arrasto de porta,active,17.05,969.8100000000001,0.01758076324228457,,,
MACAU,2008,CMN,coleta manual,active,6.7,969.8100000000001,0.00690856971984203,,,
MACAU,2008,CPL,covo peixe e lagosta,passive,1.75,969.8100000000001,0.001804477165630381,,,
MACAU,2008,CUR,curral,passive,0.13,969.8100000000001,0.00013404687516111404,,,
MACAU,2008,CVP,covo peixe,passive,36.2,969.8100000000001,0.0373268990833256,,,
MACAU,2008,LIJ,linha e jereré,mixed,151.36,969.8100000000001,0.156071807879894,,,
MACAU,2008,LIN,linha,passive,49.3,969.8100000000001,0.05083469958033016,,,
MACAU,2008,MEL,mergulho livre,active,0.03,969.8100000000001,3.093389426794939e-05,,,
MACAU,2008,PUC,puçá,active,4.53,969.8100000000001,0.004671018034460358,,,
MACAU,2008,RAG,rede agulha,passive,14.25,969.8100000000001,0.01469359977727596,,,
MACAU,2008,RES,rede de espera,passive,277.3,969.8100000000001,0.2859322960167455,,,
MACAU,2008,RTP,rede de tapagem,passive,5.81,969.8100000000001,0.005990864189892865,,,
MACAU,2008,SRD,sardinheira,passive,340.25,969.8100000000001,0.3508419174889927,,,
MACAU,2008,TRF,tarrafa,active,15.32,969.8100000000001,0.015796908672832823,,,
MACAU,2008,TRM,tremalho,passive,14.87,969.8100000000001,0.01533290025881358,,,
MACAU,2009,APA,arrasto de praia,active,83.6513,2406.4518,0.03476126137244885,,,
MACAU,2009,APO,arrasto de porta,active,24.624,2406.4518,0.010232492502031414,,,
MACAU,2009,CMN,coleta manual,active,20.1358,2406.4518,0.008367422941942988,,,
MACAU,2009,CMP,compressor,active,1.887,2406.4518,0.000784142030187349,,,
MACAU,2009,CUR,curral,passive,1.304,2406.4518,0.0005418766334733986,,,
MACAU,2009,CVL,covo lagosta,passive,0.0,2406.4518,0.0,,,
MACAU,2009,CVP,covo peixe,passive,0.0,2406.4518,0.0,,,
MACAU,2009,ESP,espinhel,passive,0.0,2406.4518,0.0,,,
MACAU,2009,LCP,linha e covo peixe,mixed,0.0,2406.4518,0.0,,,
MACAU,2009,LIJ,linha e jereré,passive,250.2625,2406.4518,0.1039964731477273,,,
MACAU,2009,LIN,linha,passive,129.3012,2406.4518,0.05373105748471671,,,
MACAU,2009,MEL,mergulho livre,active,0.05,2406.4518,2.077747827735424e-05,,,
MACAU,2009,PUC,puçá/mangote,active,11.9696,2406.4518,0.004973962079772386,,,
MACAU,2009,RAG,rede agulha,passive,30.5935,2406.4518,0.012713115633564736,,,
MACAU,2009,RCA,rede caçoeira,passive,0.0,2406.4518,0.0,,,
MACAU,2009,RES,rede de espera,passive,213.3969,2406.4518,0.08867698908409469,,,
MACAU,2009,RTP,rede de tapagem,passive,1.809,2406.4518,0.0007517291640746763,,,
MACAU,2009,SRD,sardinheira,active,1286.4088,2406.4518,0.5345666179559466,,,
MACAU,2009,TNR,tainheira,active,319.5689,2406.4518,0.13279671755735978,,,
MACAU,2009,TRF,tarrafa,active,13.4273,2406.4518,0.0055797086814703715,,,
MACAU,2009,TRM,tresmalho,passive,18.062,2406.4518,0.0075056562529114456,,,
MACAU,2010,APA,arrasto de praia,active,37.95,2081.246,0.018234269279076093,,,
MACAU,2010,APO,arrasto de porta,active,0.0,2081.246,0.0,,,
MACAU,2010,CMN,coleta manual,active,50.613,2081.246,0.024318605297019187,,,
MACAU,2010,CMP,compressor,active,2.902,2081.246,0.0013943570341997053,,,
MACAU,2010,CUR,curral,passive,6.349,2081.246,0.003050576433540293,,,
MACAU,2010,CVL,covo lagosta,passive,0.0,2081.246,0.0,,,
MACAU,2010,CVP,covo peixe,passive,1.111,2081.246,0.0005338148397642566,,,
MACAU,2010,ESP,espinhel,passive,0.0,2081.246,0.0,,,
MACAU,2010,LCP,linha e covo peixe,passive,0.0,2081.246,0.0,,,
MACAU,2010,LES,linha e espinhel,passive,0.0,2081.246,0.0,,,
MACAU,2010,LIJ,linha e jereré,passive,312.87,2081.246,0.15032821684702335,,,
MACAU,2010,LIN,linha,passive,92.489,2081.246,0.04443924456791749,,,
MACAU,2010,LRE,linha e rede de espera,passive,0.0,2081.246,0.0,,,
MACAU,2010,MEL,mergulho livre,active,0.041,2081.246,1.9699737561057174e-05,,,
MACAU,2010,PUC,puçá,active,16.982,2081.246,0.008159535201509095,,,
MACAU,2010,RAG,rede de agulha,passive,11.459,2081.246,0.005505836407613516,,,
MACAU,2010,RCA,rede caçoeira,passive,0.0,2081.246,0.0,,,
MACAU,2010,RES,rede de espera,passive,193.485,2081.246,0.09296594443905237,,,
MACAU,2010,RTP,rede de tapagem,passive,2.956,2081.246,0.0014203030300118293,,,
MACAU,2010,SRD,sardinheira,active,1065.63,2081.246,0.5120153984680331,,,
