local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
CAICARA DO NORTE,2001,CAV,sail/row,12,224,0.05357142857142857,0.40625,0.59375,0.0
CAICARA DO NORTE,2001,JAV,sail/row,3,224,0.013392857142857142,0.40625,0.59375,0.0
CAICARA DO NORTE,2001,PQM,motorised,13,224,0.05803571428571429,0.40625,0.59375,0.0
CAICARA DO NORTE,2002,BMM,motorised,40,215,0.18604651162790697,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2002,BMP,motorised,45,215,0.20930232558139536,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2002,BOV,sail/row,103,215,0.4790697674418605,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2002,CAV,sail/row,10,215,0.046511627906976744,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2002,PED,other,3,215,0.013953488372093023,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2002,PQM,motorised,14,215,0.06511627906976744,0.4604651162790698,0.5255813953488372,0.013953488372093023
CAICARA DO NORTE,2003,BMM,motorised,46,213,0.215962441314554,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2003,BMP,motorised,44,213,0.20657276995305165,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2003,BOV,sail/row,92,213,0.431924882629108,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2003,CAV,sail/row,12,213,0.056338028169014086,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2003,PED,other,4,213,0.018779342723004695,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2003,PQM,motorised,15,213,0.07042253521126761,0.49295774647887325,0.48826291079812206,0.018779342723004695
CAICARA DO NORTE,2004,BMM,motorised,43,210,0.20476190476190476,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2004,BMP,motorised,46,210,0.21904761904761905,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2004,BOV,sail/row,84,210,0.4,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2004,CAV,sail/row,21,210,0.1,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2004,PED,other,3,210,0.014285714285714285,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2004,PQM,motorised,13,210,0.06190476190476191,0.4857142857142857,0.5,0.014285714285714285
CAICARA DO NORTE,2005,BMM,motorised,44,228,0.19298245614035087,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,BMP,motorised,48,228,0.21052631578947367,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,BOV,sail/row,90,228,0.39473684210526316,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,CAV,sail/row,28,228,0.12280701754385964,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,JAV,sail/row,2,228,0.008771929824561403,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,PED,other,1,228,0.0043859649122807015,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2005,PQM,motorised,15,228,0.06578947368421052,0.4692982456140351,0.5263157894736842,0.0043859649122807015
CAICARA DO NORTE,2006,BMM,motorised,49,211,0.23222748815165878,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,BMP,motorised,47,211,0.22274881516587677,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,BOV,sail/row,72,211,0.3412322274881517,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,CAM,motorised,11,211,0.052132701421800945,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,CAV,sail/row,17,211,0.08056872037914692,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,JAV,sail/row,3,211,0.014218009478672985,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2006,PQM,motorised,12,211,0.05687203791469194,0.5639810426540285,0.43601895734597157,0.0
CAICARA DO NORTE,2007,BMM,motorised,45,219,0.2054794520547945,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,BMP,motorised,47,219,0.2146118721461187,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,BOV,sail/row,78,219,0.3561643835616438,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,CAM,motorised,28,219,0.1278538812785388,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,CAV,sail/row,3,219,0.0136986301369863,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,JAV,sail/row,3,219,0.0136986301369863,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2007,PQM,motorised,15,219,0.0684931506849315,0.6164383561643836,0.3835616438356164,0.0
CAICARA DO NORTE,2008,BMM,motorised,47,211,0.22274881516587677,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,BMP,motorised,46,211,0.21800947867298578,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,BOV,sail/row,73,211,0.3459715639810427,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,CAM,motorised,28,211,0.13270142180094788,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,CAV,sail/row,1,211,0.004739336492890996,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,JAV,sail/row,3,211,0.014218009478672985,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2008,PQM,motorised,13,211,0.061611374407582936,0.6350710900473934,0.36492890995260663,0.0
CAICARA DO NORTE,2009,BMG,motorised,1,268,0.0037313432835820895,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,BMM,motorised,57,268,0.2126865671641791,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,BMP,motorised,41,268,0.15298507462686567,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,BOM,other,0,268,0.0,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,BOV,sail/row,90,268,0.3358208955223881,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,CAM,motorised,36,268,0.13432835820895522,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,CAV,sail/row,2,268,0.007462686567164179,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,JAV,sail/row,3,268,0.011194029850746268,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,PED,other,0,268,0.0,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,PQM,motorised,5,268,0.018656716417910446,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2009,PQV,sail/row,33,268,0.12313432835820895,0.5223880597014925,0.47761194029850745,0.0
CAICARA DO NORTE,2010,BMG,motorised,0,241,0.0,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,BMM,motorised,52,241,0.2157676348547718,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,BMP,motorised,48,241,0.1991701244813278,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,BOM,other,0,241,0.0,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,BOV,sail/row,85,241,0.35269709543568467,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,CAM,motorised,38,241,0.15767634854771784,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,CAR,other,0,241,0.0,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,CAV,sail/row,1,241,0.004149377593360996,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,JAV,sail/row,3,241,0.012448132780082987,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,PED,other,0,241,0.0,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,PQM,motorised,7,241,0.029045643153526972,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,PQR,other,0,241,0.0,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2010,PQV,sail/row,7,241,0.029045643153526972,0.6016597510373444,0.3983402489626556,0.0
CAICARA DO NORTE,2011,BMG,motorised,1,294,0.003401360544217687,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,BMM,motorised,53,294,0.18027210884353742,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,BMP,motorised,24,294,0.08163265306122448,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,BOM,other,29,294,0.09863945578231292,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,BOV,sail/row,82,294,0.2789115646258503,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,CAM,motorised,45,294,0.15306122448979592,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,CAR,other,0,294,0.0,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,CAV,sail/row,2,294,0.006802721088435374,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,JAM,motorised,13,294,0.04421768707482993,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,JAV,sail/row,17,294,0.05782312925170068,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,PED,other,0,294,0.0,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,PQM,motorised,4,294,0.013605442176870748,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,PQR,other,4,294,0.013605442176870748,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2011,PQV,sail/row,20,294,0.06802721088435375,0.47619047619047616,0.41156462585034015,0.11224489795918367
CAICARA DO NORTE,2012,BMG,motorised,1,268,0.0037313432835820895,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,BMM,motorised,41,268,0.15298507462686567,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,BMP,motorised,4,268,0.014925373134328358,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,BOM,other,61,268,0.22761194029850745,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,BOV,sail/row,82,268,0.30597014925373134,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,CAM,motorised,38,268,0.1417910447761194,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,CAR,other,0,268,0.0,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,CAV,sail/row,2,268,0.007462686567164179,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,JAM,motorised,13,268,0.048507462686567165,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,JAV,sail/row,18,268,0.06716417910447761,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,PED,other,0,268,0.0,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,PQM,motorised,2,268,0.007462686567164179,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2012,PQV,sail/row,6,268,0.022388059701492536,0.3694029850746269,0.40298507462686567,0.22761194029850745
CAICARA DO NORTE,2013,BMG,motorised,0,212,0.0,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,BMM,motorised,39,212,0.18396226415094338,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,BMP,motorised,3,212,0.014150943396226415,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,BOM,other,50,212,0.2358490566037736,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,BOV,sail/row,59,212,0.2783018867924528,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,CAM,motorised,33,212,0.15566037735849056,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,CAR,other,0,212,0.0,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,CAV,sail/row,1,212,0.0047169811320754715,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,JAM,motorised,16,212,0.07547169811320754,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,JAV,sail/row,8,212,0.03773584905660377,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,PED,other,0,212,0.0,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,PQM,motorised,1,212,0.0047169811320754715,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2013,PQV,sail/row,2,212,0.009433962264150943,0.4339622641509434,0.330188679245283,0.2358490566037736
CAICARA DO NORTE,2014,BMG,motorised,0,220,0.0,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,BMM,motorised,39,220,0.17727272727272728,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,BMP,motorised,2,220,0.00909090909090909,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,BOM,other,55,220,0.25,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,BOV,sail/row,62,220,0.2818181818181818,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,CAM,motorised,34,220,0.15454545454545454,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,CAR,other,0,220,0.0,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,CAV,sail/row,0,220,0.0,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,JAM,motorised,19,220,0.08636363636363636,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,JAV,sail/row,5,220,0.022727272727272728,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,PED,other,0,220,0.0,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,PQM,motorised,1,220,0.004545454545454545,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2014,PQV,sail/row,3,220,0.013636363636363636,0.4318181818181818,0.3181818181818182,0.25
CAICARA DO NORTE,2015,BMG,motorised,0,225,0.0,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,BMM,motorised,47,225,0.2088888888888889,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,BMP,motorised,9,225,0.04,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,BOM,other,66,225,0.29333333333333333,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,BOV,sail/row,42,225,0.18666666666666668,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,CAM,motorised,37,225,0.16444444444444445,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,CAR,other,0,225,0.0,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,CAV,sail/row,1,225,0.0044444444444444444,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,JAM,motorised,18,225,0.08,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,JAV,sail/row,1,225,0.0044444444444444444,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,PED,other,0,225,0.0,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,PQM,motorised,0,225,0.0,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2015,PQV,sail/row,4,225,0.017777777777777778,0.49333333333333335,0.21333333333333335,0.29333333333333333
CAICARA DO NORTE,2016,BMG,motorised,0,221,0.0,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,BMM,motorised,42,221,0.19004524886877827,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,BMP,motorised,8,221,0.03619909502262444,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,BOM,other,59,221,0.2669683257918552,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,BOV,sail/row,51,221,0.23076923076923078,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,CAM,motorised,35,221,0.1583710407239819,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,CAR,other,0,221,0.0,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,CAV,sail/row,1,221,0.004524886877828055,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,JAM,motorised,17,221,0.07692307692307693,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,JAV,sail/row,4,221,0.01809954751131222,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,PED,other,0,221,0.0,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,PQM,motorised,1,221,0.004524886877828055,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2016,PQV,sail/row,3,221,0.013574660633484163,0.4660633484162896,0.2669683257918552,0.2669683257918552
CAICARA DO NORTE,2017,BMG,motorised,0,189,0.0,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,BMM,motorised,38,189,0.20105820105820105,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,BMP,motorised,6,189,0.031746031746031744,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,BOM,other,61,189,0.32275132275132273,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,BOV,sail/row,39,189,0.20634920634920634,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,CAM,motorised,26,189,0.13756613756613756,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,CAR,other,0,189,0.0,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,CAV,sail/row,1,189,0.005291005291005291,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,JAM,motorised,12,189,0.06349206349206349,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,JAV,sail/row,3,189,0.015873015873015872,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,PED,other,0,189,0.0,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,PQM,motorised,1,189,0.005291005291005291,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2017,PQV,sail/row,2,189,0.010582010582010581,0.43915343915343913,0.23809523809523808,0.32275132275132273
CAICARA DO NORTE,2018,BMG,motorised,0,171,0.0,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,BMM,motorised,47,171,0.27485380116959063,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,BMP,motorised,9,171,0.05263157894736842,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,BOM,other,55,171,0.3216374269005848,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,BOV,sail/row,13,171,0.07602339181286549,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,CAM,motorised,36,171,0.21052631578947367,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,CAR,other,0,171,0.0,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,CAV,sail/row,0,171,0.0,0.6023391812865497,0.07602339181286549,0.3216374269005848
CAICARA DO NORTE,2018,JAM,motorised,10,171,0.05847953216374269,0.6023391812865497,0.07602339181286549,0.3216374269005848
