year_c,year,effect,ci_lo,ci_hi
8.959798994974875,2022.9597989949748,0.49715755665236433,0.25177267250940916,0.7425424407953195
9.07537688442211,2023.0753768844222,0.4937283842276689,0.24891332235376507,0.7385434461015727
9.190954773869347,2023.1909547738694,0.4902897587044897,0.24599660894090283,0.7345829084680766
9.306532663316585,2023.3065326633166,0.4868432338586126,0.24302176270134299,0.7306647050158822
9.422110552763819,2023.4221105527638,0.48339036346582337,0.239987993306894,0.7267927336247527
9.537688442211056,2023.537688442211,0.4799327013019072,0.23689449340914603,0.7229709091946683
9.65326633165829,2023.6532663316582,0.47647180114264986,0.2337404426774284,0.7192031596078713
9.768844221105528,2023.7688442211056,0.4730092167638369,0.23052501212611595,0.7154934214015578
9.884422110552762,2023.8844221105528,0.4695465019412539,0.22724736871694723,0.7118456351655607
10.0,2024.0,0.46608521045068646,0.22390668021758944,0.7082637406837835
