mpa_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
inside,2012,TRM,tremalho,passive,53.1,1543.6,0.034400103653796324,,,
inside,2013,APA,arrasto de praia,active,8.9,2119.2,0.004199697999244999,,,
inside,2013,APO,arrasto de porta,active,12.7,2119.2,0.005992827482068705,,,
inside,2013,CMN,coleta manual,active,96.9,2119.2,0.045724801812004535,,,
inside,2013,CMP,compressor,active,37.8,2119.2,0.01783691959229898,,,
inside,2013,CPL,covo peixe e lagosta,passive,4.8,2119.2,0.0022650056625141564,,,
inside,2013,CUR,curral,passive,0.0,2119.2,0.0,,,
inside,2013,CVL,covo lagosta,passive,56.8,2119.2,0.02680256700641752,,,
inside,2013,CVP,covo peixe,passive,136.1,2119.2,0.06422234805587014,,,
inside,2013,ESP,espinhel,passive,8.4,2119.2,0.003963759909399774,,,
inside,2013,JER,jereré,active,1.3,2119.2,0.000613439033597584,,,
inside,2013,LCL,linha e covo lagosta,passive,15.6,2119.2,0.0073612684031710085,,,
inside,2013,LCP,linha e covo peixe,passive,19.299999999999997,2119.2,0.00910721026802567,,,
inside,2013,LES,linha e espinhel,passive,9.0,2119.2,0.0042468856172140435,,,
inside,2013,LIJ,linha e jereré,passive,0.0,2119.2,0.0,,,
inside,2013,LIN,linha,passive,1107.6,2119.2,0.5226500566251415,,,
inside,2013,LML,linha e mergulho livre,mixed,4.300000000000001,2119.2,0.002029067572668932,,,
inside,2013,LRE,linha e rede de espera,passive,8.3,2119.2,0.0039165722914307295,,,
inside,2013,MEL,mergulho livre,active,23.3,2119.2,0.010994714986787469,,,
inside,2013,PUC,puçá,active,0.4,2119.2,0.0001887504718761797,,,
inside,2013,RAG,rede agulha,passive,2.4,2119.2,0.0011325028312570782,,,
inside,2013,RCA,rede caçoeira,passive,18.2,2119.2,0.008588146470366176,,,
inside,2013,RES,rede de espera,passive,226.0,2119.2,0.10664401661004154,,,
inside,2013,RTP,rede de tapagem,passive,1.5,2119.2,0.0007078142695356739,,,
inside,2013,SRD,sardinheira,active,0.0,2119.2,0.0,,,
inside,2013,TNR,tainheira,active,210.6,2119.2,0.09937712344280861,,,
inside,2013,TRF,tarrafa,active,61.0,2119.2,0.028784446961117406,,,
inside,2013,TRM,tresmalho,passive,48.0,2119.2,0.022650056625141565,,,
inside,2014,APA,arrasto de praia,active,2.0,1586.2000000000003,0.001260875047282814,,,
inside,2014,APO,arrasto de porta,active,5.199999999999999,1586.2000000000003,0.003278275122935316,,,
inside,2014,CMN,coleta manual,active,12.0,1586.2000000000003,0.0075652502836968845,,,
inside,2014,CMP,compressor,active,15.9,1586.2000000000003,0.010023956625898372,,,
inside,2014,CPL,covo peixe e lagosta,passive,1.3,1586.2000000000003,0.0008195687807338292,,,
inside,2014,CUR,curral,passive,0.0,1586.2000000000003,0.0,,,
inside,2014,CVL,covo lagosta,passive,3.7,1586.2000000000003,0.002332618837473206,,,
inside,2014,CVP,covo peixe,passive,52.8,1586.2000000000003,0.03328710124826629,,,
inside,2014,JER,jereré,active,0.1,1586.2000000000003,6.30437523641407e-05,,,
inside,2014,LCP,linha e covo peixe,mixed,1.9000000000000001,1586.2000000000003,0.0011978312949186734,,,
inside,2014,LES,linha e espinhel,mixed,0.0,1586.2000000000003,0.0,,,
inside,2014,LIJ,linha e jereré,mixed,0.0,1586.2000000000003,0.0,,,
inside,2014,LIN,linha,passive,1202.9,1586.2000000000003,0.7583532971882486,,,
inside,2014,LML,linha e mergulho livre,mixed,1.6,1586.2000000000003,0.0010087000378262512,,,
inside,2014,LRE,linha e rede de espera,mixed,9.3,1586.2000000000003,0.005863068969865086,,,
inside,2014,MEL,mergulho livre,active,14.3,1586.2000000000003,0.009015256588072122,,,
inside,2014,PUC,puçá,active,0.6,1586.2000000000003,0.0003782625141848442,,,
inside,2014,RAG,rede agulha,passive,3.1,1586.2000000000003,0.0019543563232883618,,,
inside,2014,RCA,rede caçoeira,passive,12.200000000000001,1586.2000000000003,0.007691337788425167,,,
inside,2014,RES,rede de espera,passive,134.5,1586.2000000000003,0.08479384692976924,,,
inside,2014,RTP,rede de tapagem,passive,0.4,1586.2000000000003,0.0002521750094565628,,,
inside,2014,SRD,sardinheira,passive,0.0,1586.2000000000003,0.0,,,
inside,2014,TNR,traineira,active,70.9,1586.2000000000003,0.04469802042617576,,,
inside,2014,TRF,tarrafa,active,27.6,1586.2000000000003,0.017400075652502834,,,
inside,2014,TRM,tremalho,passive,13.9,1586.2000000000003,0.008763081578615557,,,
inside,2015,APA,arrasto de praia,active,5.8,2348.7,0.0024694511857623366,,,
inside,2015,APO,arrasto de porta,active,1.2,2348.7,0.0005109209349853111,,,
inside,2015,CMN,coleta manual,active,12.0,2348.7,0.005109209349853111,,,
inside,2015,CMP,compressor,active,28.0,2348.7,0.011921488482990591,,,
inside,2015,COQ,coqueiro,active,0.0,2348.7,0.0,,,
inside,2015,CPL,covo peixe e lagosta,passive,8.1,2348.7,0.0034487163111508496,,,
inside,2015,CUR,curral,passive,0.0,2348.7,0.0,,,
inside,2015,CVL,covo lagosta,passive,15.5,2348.7,0.006599395410226935,,,
inside,2015,CVP,covo peixe,passive,46.4,2348.7,0.019755609486098693,,,
inside,2015,JER,jereré,active,0.5,2348.7,0.00021288372291054629,,,
inside,2015,LCL,linha e covo lagosta,mixed,0.0,2348.7,0.0,,,
inside,2015,LCP,linha e covo peixe,mixed,3.5,2348.7,0.001490186060373824,,,
inside,2015,LES,linha e espinhel,mixed,0.8,2348.7,0.0003406139566568741,,,
inside,2015,LIJ,linha e jereré,mixed,0.0,2348.7,0.0,,,
inside,2015,LIN,linha,passive,2024.8999999999999,2348.7,0.8621365010431302,,,
inside,2015,LRE,linha e rede de espera,mixed,2.1,2348.7,0.0008941116362242944,,,
inside,2015,MEL,mergulho livre,active,17.4,2348.7,0.007408353557287009,,,
inside,2015,PUC,puçá,active,0.5,2348.7,0.00021288372291054629,,,
inside,2015,RAG,rede agulha,passive,13.0,2348.7,0.005534976795674203,,,
inside,2015,RCA,rede caçoeira,passive,8.1,2348.7,0.0034487163111508496,,,
inside,2015,RES,rede de espera,passive,106.6,2348.7,0.045386809724528465,,,
inside,2015,RTP,rede de tapagem,passive,0.4,2348.7,0.00017030697832843704,,,
inside,2015,SRD,sardinheira,passive,0.1,2348.7,4.257674458210926e-05,,,
inside,2015,TNR,traineira,active,34.099999999999994,2348.7,0.014518669902499254,,,
inside,2015,TRF,tarrafa,active,19.6,2348.7,0.008345041938093415,,,
inside,2015,TRM,tremalho,passive,0.1,2348.7,4.257674458210926e-05,,,
inside,2016,APA,arrasto de praia,active,12.2,3598.8,0.0033900188951872844,,,
inside,2016,APO,arrasto de porta,active,7.6,3598.8,0.0021118150494609314,,,
inside,2016,CMN,coleta manual,active,28.2,3598.8,0.007835945315105034,,,
inside,2016,CMP,compressor,active,49.400000000000006,3598.8,0.013726797821496056,,,
inside,2016,COQ,coqueiro,active,0.0,3598.8,0.0,,,
inside,2016,CPL,covo peixe e lagosta,passive,7.0,3598.8,0.0019450928087140157,,,
inside,2016,CUR,curral,passive,0.0,3598.8,0.0,,,
inside,2016,CVL,covo lagosta,passive,31.0,3598.8,0.00861398243859064,,,
inside,2016,CVP,covo peixe,passive,114.69999999999999,3598.8,0.03187173502278537,,,
inside,2016,JER,jereré,active,1.8,3598.8,0.0005001667222407469,,,
inside,2016,LCL,linha e covo lagosta,mixed,12.0,3598.8,0.003334444814938313,,,
inside,2016,LCP,linha e covo peixe,mixed,9.1,3598.8,0.00252862065132822,,,
inside,2016,LES,linha e espinhel,mixed,2.0,3598.8,0.0005557408024897188,,,
inside,2016,LIJ,linha e jereré,mixed,0.0,3598.8,0.0,,,
inside,2016,LIN,linha,passive,2804.7000000000003,3598.8,0.7793431143714572,,,
inside,2016,LML,linha e mergulho livre,mixed,2.9,3598.8,0.0008058241636100922,,,
inside,2016,LRE,linha e rede de espera,mixed,6.7,3598.8,0.0018617316883405579,,,
inside,2016,MEL,mergulho livre,active,28.0,3598.8,0.007780371234856063,,,
inside,2016,PUC,puçá,active,1.1,3598.8,0.00030565744136934535,,,
inside,2016,RAG,rede agulha,passive,8.1,3598.8,0.002250750250083361,,,
inside,2016,RCA,rede caçoeira,passive,30.5,3598.8,0.00847504723796821,,,
inside,2016,RES,rede de espera,passive,249.9,3598.8,0.06943981327109036,,,
inside,2016,RTP,rede de tapagem,passive,0.5,3598.8,0.0001389352006224297,,,
inside,2016,SRD,sardinheira,passive,1.0,3598.8,0.0002778704012448594,,,
inside,2016,TNR,traineira,active,128.8,3598.8,0.035789707680337894,,,
inside,2016,TRF,tarrafa,active,41.8,3598.8,0.011614982772035121,,,
inside,2016,TRM,tremalho,passive,19.8,3598.8,0.005501833944648216,,,
inside,2017,APA,arrasto de praia,active,9.3,3534.7,0.002631057798398733,,,
inside,2017,APO,arrasto de porta,active,7.800000000000001,3534.7,0.0022066936373666794,,,
inside,2017,CMN,coleta manual,active,47.699999999999996,3534.7,0.013494780320819305,,,
inside,2017,CMP,compressor,active,46.0,3534.7,0.013013834271649646,,,
inside,2017,COQ,coqueiro,active,0.0,3534.7,0.0,,,
inside,2017,CPL,covo peixe e lagosta,passive,8.1,3534.7,0.0022915664695730897,,,
inside,2017,CUR,curral,passive,0.0,3534.7,0.0,,,
inside,2017,CVL,covo lagosta,passive,30.7,3534.7,0.008685319829122698,,,
inside,2017,CVP,covo peixe,passive,115.80000000000001,3534.7,0.03276091323167454,,,
inside,2017,JER,jereré,active,0.9,3534.7,0.0002546184966192322,,,
inside,2017,LCL,linha e covo lagosta,mixed,5.2,3534.7,0.001471129091577786,,,
inside,2017,LCP,linha e covo peixe,mixed,10.0,3534.7,0.002829094406880358,,,
inside,2017,LES,linha e espinhel,mixed,3.9,3534.7,0.0011033468186833395,,,
inside,2017,LIJ,linha e jereré,mixed,0.0,3534.7,0.0,,,
inside,2017,LIN,linha,passive,2744.7,3534.7,0.7765015418564517,,,
inside,2017,LML,linha e mergulho livre,mixed,3.7,3534.7,0.0010467649305457324,,,
inside,2017,LRE,linha e rede de espera,mixed,8.8,3534.7,0.002489603078054715,,,
inside,2017,MEL,mergulho livre,active,27.4,3534.7,0.00775171867485218,,,
inside,2017,PUC,puçá,active,0.9,3534.7,0.0002546184966192322,,,
inside,2017,RAG,rede agulha,passive,8.8,3534.7,0.002489603078054715,,,
inside,2017,RCA,rede caçoeira,passive,19.1,3534.7,0.005403570317141484,,,
inside,2017,RES,rede de espera,passive,220.39999999999998,3534.7,0.062353240727643075,,,
inside,2017,RTP,rede de tapagem,passive,0.9,3534.7,0.0002546184966192322,,,
inside,2017,SRD,sardinheira,passive,1.0,3534.7,0.0002829094406880358,,,
inside,2017,TNR,traineira,active,137.6,3534.7,0.03892833903867372,,,
inside,2017,TRF,tarrafa,active,51.699999999999996,3534.7,0.014626418083571449,,,
inside,2017,TRM,tremalho,passive,24.3,3534.7,0.006874699408719269,,,
inside,2018,APA,arrasto de praia,active,3.1,2434.2999999999997,0.0012734667050075998,,,
inside,2018,APO,arrasto de porta,active,6.7,2434.2999999999997,0.0027523312656615867,,,
inside,2018,CMN,coleta manual,active,19.3,2434.2999999999997,0.00792835722795054,,,
inside,2018,CMP,compressor,active,14.200000000000001,2434.2999999999997,0.0058332991003573935,,,
inside,2018,COQ,coqueiro,active,0.0,2434.2999999999997,0.0,,,
inside,2018,CPL,covo peixe e lagosta,passive,0.0,2434.2999999999997,0.0,,,
inside,2018,CUR,curral,passive,0.0,2434.2999999999997,0.0,,,
inside,2018,CVL,covo lagosta,passive,11.7,2434.2999999999997,0.004806309822125457,,,
inside,2018,CVP,covo peixe,passive,25.200000000000003,2434.2999999999997,0.01035205192457791,,,
inside,2018,JER,jereré,active,0.3,2434.2999999999997,0.00012323871338783225,,,
inside,2018,LES,linha e espinhel,mixed,0.0,2434.2999999999997,0.0,,,
inside,2018,LIJ,linha e jereré,mixed,0.0,2434.2999999999997,0.0,,,
inside,2018,LIN,linha,passive,2235.8999999999996,2434.2999999999997,0.9184981308795136,,,
inside,2018,LRE,linha e rede de espera,mixed,0.0,2434.2999999999997,0.0,,,
inside,2018,MEL,mergulho livre,active,13.3,2434.2999999999997,0.005463582960193896,,,
inside,2018,PUC,puçá,active,0.0,2434.2999999999997,0.0,,,
inside,2018,RAG,rede agulha,passive,0.6,2434.2999999999997,0.0002464774267756645,,,
inside,2018,RCA,rede caçoeira,passive,0.9,2434.2999999999997,0.0003697161401634967,,,
inside,2018,RES,rede de espera,passive,78.6,2434.2999999999997,0.032288542907612044,,,
inside,2018,RTP,rede de tapagem,passive,0.0,2434.2999999999997,0.0,,,
inside,2018,SRD,sardinheira,passive,0.0,2434.2999999999997,0.0,,,
inside,2018,TNR,traineira,active,22.400000000000002,2434.2999999999997,0.009201823932958143,,,
inside,2018,TRF,tarrafa,active,2.1,2434.2999999999997,0.0008626709937148258,,,
inside,2018,TRM,tremalho,passive,0.0,2434.2999999999997,0.0,,,
inside,2019,APA,arrasto de praia,active,12.4,4463.9,0.0027778400053764646,,,
inside,2019,APO,arrasto de porta,active,21.8,4463.9,0.004883621944936043,,,
inside,2019,CMN,coleta manual,active,51.1,4463.9,0.011447389054414303,,,
inside,2019,CMP,compressor,active,37.2,4463.9,0.008333520016129395,,,
inside,2019,COQ,coqueiro,active,0.0,4463.9,0.0,,,
inside,2019,CPL,covo peixe e lagosta,passive,2.0,4463.9,0.0004480387105445911,,,
inside,2019,CUR,curral,passive,0.0,4463.9,0.0,,,
inside,2019,CVL,covo lagosta,passive,3.3,4463.9,0.0007392638723985752,,,
inside,2019,CVP,covo peixe,passive,58.199999999999996,4463.9,0.0130379264768476,,,
inside,2019,JER,jereré,active,8.2,4463.9,0.0018369587132328234,,,
inside,2019,LCL,linha e covo lagosta,mixed,0.0,4463.9,0.0,,,
inside,2019,LCP,linha e covo peixe,mixed,0.0,4463.9,0.0,,,
inside,2019,LES,linha e espinhel,mixed,0.0,4463.9,0.0,,,
inside,2019,LIJ,linha e jereré,mixed,0.0,4463.9,0.0,,,
inside,2019,LIN,linha,passive,3934.7,4463.9,0.8814489571899012,,,
inside,2019,LML,linha e mergulho livre,mixed,0.0,4463.9,0.0,,,
inside,2019,LRE,linha e rede de espera,mixed,0.0,4463.9,0.0,,,
inside,2019,MEL,mergulho livre,active,36.0,4463.9,0.00806469678980264,,,
inside,2019,PUC,puçá,active,0.0,4463.9,0.0,,,
inside,2019,RAG,rede agulha,passive,11.0,4463.9,0.002464212907995251,,,
inside,2019,RCA,rede caçoeira,passive,4.2,4463.9,0.0009408812921436413,,,
inside,2019,RES,rede de espera,passive,187.8,4463.9,0.04207083492013711,,,
inside,2019,RTP,rede de tapagem,passive,3.0,4463.9,0.0006720580658168867,,,
inside,2019,SRD,sardinheira,passive,0.0,4463.9,0.0,,,
inside,2019,TNR,traineira,active,73.3,4463.9,0.016420618741459263,,,
inside,2019,TRF,tarrafa,active,10.7,4463.9,0.002397007101413562,,,
inside,2019,TRM,tremalho,passive,9.0,4463.9,0.00201617419745066,,,
inside,2020,APA,arrasto de praia,active,0.8,3686.7000000000003,0.00021699622969050913,,,
inside,2020,APO,arrasto de porta,active,17.3,3686.7000000000003,0.00469254346705726,,,
inside,2020,CMN,coleta manual,active,23.200000000000003,3686.7000000000003,0.006292890661024765,,,
inside,2020,CMP,compressor,active,38.0,3686.7000000000003,0.010307320910299183,,,
inside,2020,COQ,coqueiro,active,0.0,3686.7000000000003,0.0,,,
inside,2020,CPL,covo peixe e lagosta,passive,0.0,3686.7000000000003,0.0,,,
inside,2020,CUR,curral,passive,0.0,3686.7000000000003,0.0,,,
inside,2020,CVL,covo lagosta,passive,2.4,3686.7000000000003,0.0006509886890715273,,,
inside,2020,CVP,covo peixe,passive,59.5,3686.7000000000003,0.016139094583231615,,,
inside,2020,JER,jereré,active,1.3,3686.7000000000003,0.0003526188732470773,,,
inside,2020,LCL,linha e covo lagosta,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,LCP,linha e covo peixe,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,LES,linha e espinhel,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,LIJ,linha e jereré,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,LIN,linha,passive,3260.3,3686.7000000000003,0.8843410095749586,,,
inside,2020,LML,linha e mergulho livre,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,LRE,linha e rede de espera,mixed,0.0,3686.7000000000003,0.0,,,
inside,2020,MEL,mergulho livre,active,49.3,3686.7000000000003,0.013372392654677623,,,
inside,2020,PUC,puçá,active,0.0,3686.7000000000003,0.0,,,
inside,2020,RAG,rede agulha,passive,22.5,3686.7000000000003,0.006103018960045569,,,
inside,2020,RCA,rede caçoeira,passive,0.2,3686.7000000000003,5.424905742262728e-05,,,
inside,2020,RES,rede de espera,passive,158.4,3686.7000000000003,0.04296525347872081,,,
inside,2020,RTP,rede de tapagem,passive,0.6,3686.7000000000003,0.00016274717226788182,,,
inside,2020,SRD,sardinheira,passive,0.0,3686.7000000000003,0.0,,,
inside,2020,TNR,traineira,active,41.8,3686.7000000000003,0.0113380530013291,,,
inside,2020,TRF,tarrafa,active,9.8,3686.7000000000003,0.0026582038137087367,,,
inside,2020,TRM,tremalho,passive,1.3,3686.7000000000003,0.0003526188732470773,,,
inside,2021,APA,arrasto de praia,active,0.0,4436.499999999999,0.0,,,
inside,2021,APO,arrasto de porta,active,5.1,4436.499999999999,0.0011495548292572975,,,
inside,2021,CMN,coleta manual,active,30.6,4436.499999999999,0.006897328975543786,,,
inside,2021,CMP,compressor,active,47.8,4436.499999999999,0.010774258987940946,,,
inside,2021,COQ,coqueiro,active,0.0,4436.499999999999,0.0,,,
inside,2021,CPL,covo peixe e lagosta,passive,0.9,4436.499999999999,0.00020286261692775841,,,
inside,2021,CUR,curral,passive,0.0,4436.499999999999,0.0,,,
inside,2021,CVL,covo lagosta,passive,0.4,4436.499999999999,9.016116307900374e-05,,,
inside,2021,CVP,covo peixe,passive,114.5,4436.499999999999,0.02580863293136482,,,
inside,2021,JER,jereré,active,0.4,4436.499999999999,9.016116307900374e-05,,,
inside,2021,LCL,linha e covo lagosta,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,LCP,linha e covo peixe,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,LES,linha e espinhel,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,LIJ,linha e jereré,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,LIN,linha,passive,3966.8999999999996,4436.499999999999,0.8941507945452497,,,
inside,2021,LML,linha e mergulho livre,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,LRE,linha e rede de espera,mixed,0.0,4436.499999999999,0.0,,,
inside,2021,MEL,mergulho livre,active,44.3,4436.499999999999,0.009985348810999663,,,
inside,2021,PUC,puçá,active,0.0,4436.499999999999,0.0,,,
inside,2021,RAG,rede agulha,passive,8.4,4436.499999999999,0.0018933844246590786,,,
inside,2021,RCA,rede caçoeira,passive,0.8,4436.499999999999,0.0001803223261580075,,,
inside,2021,RES,rede de espera,passive,158.6,4436.499999999999,0.03574890116082498,,,
inside,2021,RTP,rede de tapagem,passive,0.0,4436.499999999999,0.0,,,
inside,2021,SRD,sardinheira,passive,0.0,4436.499999999999,0.0,,,
inside,2021,TNR,traineira,active,46.800000000000004,4436.499999999999,0.010548856080243437,,,
inside,2021,TRF,tarrafa,active,9.6,4436.499999999999,0.0021638679138960898,,,
inside,2021,TRM,tremalho,passive,1.4,4436.499999999999,0.00031556407077651307,,,
inside,2022,APO,arrasto de porta,active,1.5,4444.1,0.00033752615827726645,,,
inside,2022,CMN,coleta manual,active,27.200000000000003,4444.1,0.006120474336761099,,,
inside,2022,CMP,compressor,active,39.1,4444.1,0.00879818185909408,,,
inside,2022,COQ,coqueiro,active,0.0,4444.1,0.0,,,
inside,2022,CPL,covo peixe e lagosta,passive,0.0,4444.1,0.0,,,
inside,2022,CUR,curral,passive,0.0,4444.1,0.0,,,
inside,2022,CVL,covo lagosta,passive,0.3,4444.1,6.75052316554533e-05,,,
inside,2022,CVP,covo peixe,passive,134.7,4444.1,0.030309849013298525,,,
inside,2022,LES,linha e espinhel,mixed,0.0,4444.1,0.0,,,
inside,2022,LIJ,linha e jereré,mixed,0.0,4444.1,0.0,,,
inside,2022,LIN,linha,passive,3920.7,4444.1,0.8822258725051191,,,
inside,2022,LML,linha e mergulho livre,mixed,0.0,4444.1,0.0,,,
inside,2022,LRE,linha e rede de espera,mixed,0.0,4444.1,0.0,,,
inside,2022,MEL,mergulho livre,active,31.299999999999997,4444.1,0.007043045836052293,,,
inside,2022,PUC,puçá,active,0.0,4444.1,0.0,,,
inside,2022,RAG,rede agulha,passive,8.9,4444.1,0.0020026552057784476,,,
inside,2022,RCA,rede caçoeira,passive,0.6,4444.1,0.0001350104633109066,,,
inside,2022,RES,rede de espera,passive,206.7,4444.1,0.04651110461060731,,,
inside,2022,RTP,rede de tapagem,passive,0.6,4444.1,0.0001350104633109066,,,
inside,2022,SRD,sardinheira,passive,0.0,4444.1,0.0,,,
inside,2022,TNR,traineira,active,55.6,4444.1,0.012510969600144011,,,
inside,2022,TRF,tarrafa,active,7.3,4444.1,0.0016426273036160301,,,
inside,2022,TRM,tremalho,passive,9.6,4444.1,0.0021601674129745055,,,
inside,2023,APO,arrasto de porta,active,1.1,4294.6,0.0002561356121641131,,,
inside,2023,CMN,coleta manual,active,46.2,4294.6,0.010757695710892749,,,
inside,2023,CMP,compressor,active,76.3,4294.6,0.017766497461928932,,,
inside,2023,COQ,coqueiro,active,0.0,4294.6,0.0,,,
inside,2023,CPL,covo peixe e lagosta,passive,1.5,4294.6,0.00034927583476924507,,,
inside,2023,CUR,curral,passive,0.0,4294.6,0.0,,,
inside,2023,CVL,covo lagosta,passive,1.4,4294.6,0.00032599077911796206,,,
inside,2023,CVP,covo peixe,passive,61.0,4294.6,0.014203883947282633,,,
inside,2023,JER,jereré,active,1.0,4294.6,0.00023285055651283004,,,
inside,2023,LES,linha e espinhel,mixed,0.0,4294.6,0.0,,,
inside,2023,LIJ,linha e jereré,mixed,0.0,4294.6,0.0,,,
inside,2023,LIN,linha,passive,3825.3,4294.6,0.8907232338285288,,,
inside,2023,LML,linha e mergulho livre,mixed,0.0,4294.6,0.0,,,
inside,2023,LRE,linha e rede de espera,mixed,0.0,4294.6,0.0,,,
inside,2023,MEL,mergulho livre,active,53.300000000000004,4294.6,0.012410934662133843,,,
inside,2023,PUC,puçá,active,0.0,4294.6,0.0,,,
inside,2023,RAG,rede agulha,passive,9.5,4294.6,0.0022120802868718856,,,
inside,2023,RCA,rede caçoeira,passive,3.2,4294.6,0.0007451217808410562,,,
inside,2023,RES,rede de espera,passive,147.60000000000002,4294.6,0.03436874214129372,,,
inside,2023,RTP,rede de tapagem,passive,0.2,4294.6,4.657011130256601e-05,,,
inside,2023,SRD,sardinheira,passive,0.0,4294.6,0.0,,,
inside,2023,TNR,traineira,active,55.3,4294.6,0.012876635775159502,,,
inside,2023,TRF,tarrafa,active,8.1,4294.6,0.0018860895077539232,,,
inside,2023,TRM,tremalho,passive,3.6,4294.6,0.0008382620034461882,,,
inside,2024,APO,arrasto de porta,active,6.7,3289.9000000000005,0.0020365360649259854,,,
inside,2024,CMN,coleta manual,active,33.8,3289.9000000000005,0.010273868506641536,,,
inside,2024,CMP,compressor,active,41.9,3289.9000000000005,0.012735949420955042,,,
inside,2024,COQ,palha de coqueiro,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,CUR,curral,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,CVL,covo lagosta,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,CVP,covo peixe,passive,63.5,3289.9000000000005,0.019301498525791053,,,
inside,2024,ESP,espinhel,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,LES,linha e espinhel,mixed,0.0,3289.9000000000005,0.0,,,
inside,2024,LIJ,linha e jereré,mixed,0.0,3289.9000000000005,0.0,,,
inside,2024,LIN,linha,passive,2988.6000000000004,3289.9000000000005,0.9084166691996717,,,
inside,2024,LML,linha e mergulho livre,mixed,0.0,3289.9000000000005,0.0,,,
inside,2024,LRE,linha e rede de espera,mixed,0.0,3289.9000000000005,0.0,,,
inside,2024,MEL,mergulho livre,active,20.1,3289.9000000000005,0.006109608194777956,,,
inside,2024,PUC,puçá,active,0.0,3289.9000000000005,0.0,,,
inside,2024,RAG,rede agulha,passive,8.8,3289.9000000000005,0.0026748533390072646,,,
inside,2024,REC,rede caçoeira,passive,0.2,3289.9000000000005,6.079212134107419e-05,,,
inside,2024,RES,rede de espera,passive,122.7,3289.9000000000005,0.03729596644274902,,,
inside,2024,RTP,rede de tapagem,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,SRD,sardinheira,passive,0.0,3289.9000000000005,0.0,,,
inside,2024,TRF,tarrafa,active,3.4,3289.9000000000005,0.0010334660627982612,,,
inside,2024,TRM,tremalho,passive,0.2,3289.9000000000005,6.079212134107419e-05,,,
